3,10.93
4,10.36
5,9.59
6,8.92
7,8.18
8,7.4
9,6.68
10,6.06
11,5.42
12,4.8
13,4.23
14,3.7
15,3.22
16,2.79
17,2.4
18,2.02
19,1.7
20,1.41
21,1.15
22,0.91
23,0.7
24,0.5
25,0.33
26,0.16
27,0
28,-0.13
29,-0.27
30,-0.38
31,-0.49
32,-0.61
